BASS1
D
D
D
D
D
D
D
D
A
A
A
A
A
A
G
G
G
G
G
G
G
G
G
G
G
G
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F
E
E
E
E
E
E
E
E
E
E
D♯
D
D
D
D
D
D
D
D
D
D
D
D♯
E
E
E
E
E
E
E
E
E
E
F
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
G
G
G
G
G
G
G
G
G
G
G
G♯
A
A
A
A
A
A
A
A
A
A
G♯
G
G
G
G
G
G
G
G
G
G
G
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F
E
E
E
E
E
E
E
E
E
E
D♯
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
G
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G
G
G
G
G
G
G
G
G
G
G
G
F♯
F
F
F
F
F
F
F
F
F
F
E
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
E
F
F
F
F
F
F
F
F
F
F
F
G
G
G
G
G
G
G
G
G
G
G
G
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G
G
G
G
G
G
G
G
G
G
G
G
F♯
F
F
F
F
F
F
F
F
F
F
E
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
G♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
B
B
B
B
B
B
A♯
A
A
A
A
A
A
A
A
A
A
A
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
E
E
E
E
E
E
E
E
E
E
E
F
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
G
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
A
A
A
A
A
A
A
A
A
A
A
B
B
B
B
B
B
B
B
B
B
B
A♯
A
A
A
A
A
A
A
A
A
A
A
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
C
C
C
C
C
C
C
C
C
C
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A
A
A
A
A
A
A
A
A
A
A
A
G
G
G
G
G
G
G
G
G
G
G
G
F
F
F
F
F
F
F
F
F
F
F
F
F♯
G
G
G
G
G
G
G
G
G
G
G
G♯
A
A
A
A
A
A
A
A
A
A
A
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
C
C
C
C
C
C
C
C
C
C
C
C
B
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A
A
A
A
A
A
A
A
A
A
A
A
G
G
G
G
G
G
G
G
G
G
G
G
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C
B
B
B
B
B
B
B
B
B
B
B
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
G
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
B
B
B
B
B
B
B
B
B
B
B
C
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C
B
B
B
B
B
B
B
B
B
B
B
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
D
D
D
D
D
D
D
D
D
D
C♯
C
C
C
C
C
C
C
C
C
C
C
B
B
B
B
B
B
B
B
B
B
B
A♯
A
A
A
A
A
A
A
A
A
A
A
G
G
G
G
G
G
G
G
G
G
G
G
G♯
G♯
A
A
A
A
A
A
A
A
A
B
B
B
B
B
B
B
B
B
B
B
B
C
C
C
C
C
C
C
C
C
C
C
C
D
D
D
D
D
D
D
D
D
D
D
D
C♯
C
C
C
C
C
C
C
C
C
C
C
B
B
B
B
B
B
B
B
B
B
B
A♯
A
A
A
A
A
A
A
A
A
A
A
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
C
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
C
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C
C
C
C
C
C
C
C
C
C
C
C
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
A
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
C
C
C
C
C
C
C
C
C
C
C
C
C
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C
C
C
C
C
C
C
C
C
C
C
C
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
E
E
E
E
E
E
E
E
E
E
D
D
D
D
D
D
D
D
D
D
D
D
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
B
B
B
B
B
B
B
B
B
B
B
A♯
A
A
A
A
A
A
A
A
A
A
A
A
B
B
B
B
B
B
B
B
B
B
B
C
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
D
D
D
D
D
D
D
D
D
D
D
D
E
E
E
E
E
E
E
E
E
E
E
E
D
D
D
D
D
D
D
D
D
D
D
D
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
B
B
B
B
B
B
B
B
B
B
B
A♯
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
C
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
C♯
F
F
F
F
F
F
F
F
E
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D
D
D
D
D
D
D
D
D
D
D
D
C♯
C
C
C
C
C
C
C
C
C
C
B
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
C
C
C
C
C
C
C
C
C
C
C
C
D
D
D
D
D
D
D
D
D
D
D
D
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
F
F
F
F
F
F
F
F
F
F
F
F
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D♯
D
D
D
D
D
D
D
D
D
D
D
D
C
C
C
C
C
C
C
C
C
C
C
B
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
