SOPRANO1
B
A♯
G♯
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
E
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
C♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
D♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
F
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
A♯
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
E
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
F♯
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
B
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
F
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
G
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
G♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
C♯
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
A
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
D
G
D♯
D♯
D♯
